fire_start_datetime,start_time,fire_end_datetime,end_time,locgungu,locmenu,damage_area
2022-03-29,11:57:00,2022-03-29,16:00:00,삼척,가곡,0.1
2022-03-12,14:09:00,2022-03-12,00:00:00,홍천,서석,6.0
2022-03-12,11:34:00,2022-03-12,15:00:00,춘천,동산,0.05
2022-03-08,14:19:00,2022-03-08,17:35:00,홍천,북방,1.1
2022-03-05,01:08:00,2022-03-11,13:00:00,강릉,옥계,4190.38
2022-03-04,22:19:00,2022-03-05,21:00:00,강릉,성산,20.0
2022-03-04,12:45:00,2022-03-11,17:00:00,영월,김삿갓,184.01
2022-02-26,16:39:00,2022-02-27,10:55:00,인제,기린,5.0
2022-02-26,07:58:00,2022-02-26,09:20:00,횡성,서원,0.02
2022-02-24,17:55:00,2022-02-24,20:15:00,화천,하남,1.4
2022-02-24,16:56:00,2022-02-24,18:10:00,강릉,사천,0.09
2022-02-24,15:35:00,2022-02-25,14:30:00,평창,방림,5.0
2022-02-24,13:58:00,2022-02-24,15:47:00,홍천,두촌,0.6
2022-02-23,13:17:00,2022-02-23,14:30:00,평창,진부,0.04
2022-02-22,14:32:00,2022-02-22,23:00:00,동해,,6.1
2022-02-21,15:36:00,2022-02-21,17:40:00,원주,판부,0.1
2022-02-19,08:45:00,2022-02-19,12:30:00,원주,,0.2
2022-12-25,21:07:00,2022-12-25,22:47:00,강릉,왕산,0.03
2022-12-17,21:04:00,2022-12-18,02:10:00,고성,죽왕,0.3
2022-12-14,04:49:00,2022-12-14,14:00:00,삼척,근덕,3.0
2022-12-05,13:32:00,2022-12-05,14:40:00,강릉,주문진,0.02
2022-12-04,21:03:00,2022-12-04,22:16:00,고성,거진,0.9
2022-11-27,11:44:00,2022-11-27,12:45:00,평창,용평,0.04
2022-11-27,10:50:00,2022-11-27,11:50:00,양양,현북,0.01
2022-11-25,23:43:00,2022-11-26,04:31:00,강릉,,1.0
2022-10-22,10:20:00,2022-10-22,15:19:00,정선,임계,0.1
2022-10-02,12:38:00,2022-10-02,14:40:00,삼척,원덕,0.04
2022-10-01,11:47:00,2022-10-01,14:11:00,양양,서,0.01
2022-09-24,15:23:00,2022-09-24,20:00:00,원주,소초,0.01
2022-09-22,14:48:00,2022-09-22,17:42:00,홍천,두촌,0.12
2022-06-20,13:25:00,2022-06-20,15:00:00,횡성,안흥,0.01
2022-06-04,11:16:00,2022-06-04,12:23:00,강릉,왕산,0.06
2022-06-02,07:36:00,2022-06-02,15:35:00,정선,남,0.2
2022-05-26,08:40:00,2022-05-26,10:00:00,강릉,,0.02
2022-05-25,15:00:00,2022-05-25,17:17:00,인제,기린,0.21
2022-05-24,22:02:00,2022-05-25,00:30:00,정선,여량,0.1
2022-05-21,17:18:00,2022-05-21,20:30:00,원주,신림,0.01
2022-05-20,11:01:00,2022-05-20,18:28:00,정선,임계,2.0
2022-05-18,22:55:00,2022-05-19,12:00:00,삼척,하장,1.5
2022-05-18,19:41:00,2022-05-18,22:00:00,철원,갈말,0.15
2022-05-18,04:43:00,2022-05-18,10:20:00,원주,소초,0.2
2022-05-17,09:28:00,2022-05-17,12:00:00,횡성,갑천,0.03
2022-05-15,17:36:00,2022-05-15,19:00:00,홍천,두촌,0.18
2022-05-12,13:00:00,2022-05-12,16:00:00,횡성,안흥,0.15
2022-05-09,11:43:00,2022-05-09,13:10:00,평창,대관령,0.05
2022-05-03,16:16:00,2022-05-03,18:10:00,태백,,0.1
2022-04-25,16:57:00,2022-04-25,19:00:00,영월,북,0.05
2022-04-24,22:40:00,2022-04-24,23:20:00,강릉,,0.06
2022-04-24,14:23:00,2022-04-24,16:00:00,횡성,둔내,0.02
2022-04-24,09:38:00,2022-04-24,09:59:00,강릉,주문진,0.01
2022-04-22,21:53:00,2022-04-23,03:00:00,춘천,서,0.6
2022-04-22,13:33:00,2022-04-23,11:30:00,양양,현북,69.21
2022-04-21,14:58:00,2022-04-21,18:30:00,춘천,북산,1.5
2022-04-21,11:06:00,2022-04-21,11:47:00,양구,양구,0.01
2022-04-20,13:00:00,2022-04-20,20:00:00,영월,북,9.7
2022-04-17,12:31:00,2022-04-17,14:30:00,인제,남,0.2
2022-04-15,17:49:00,2022-04-15,20:00:00,춘천,남산,0.02
2022-04-12,15:14:00,2022-04-12,17:20:00,홍천,서,0.3
2022-04-11,11:21:00,2022-04-11,21:11:00,정선,남,3.5
2022-04-10,15:40:00,2022-04-12,21:30:00,양구,양구,720.0
2022-04-10,13:09:00,2022-04-10,16:30:00,화천,상서,2.0
2022-04-10,12:47:00,2022-04-10,14:20:00,고성,토성,0.2
2022-04-10,12:41:00,2022-04-11,17:00:00,인제,북,3.0
2022-04-04,12:37:00,2022-04-04,16:00:00,강릉,왕산,0.3
2022-01-31,14:10:00,2022-01-31,17:40:00,춘천,남,0.2
2022-01-30,06:21:00,2022-01-30,11:00:00,춘천,남,0.1
2022-01-19,08:34:00,2022-01-19,10:00:00,인제,기린,0.2
2022-01-14,18:53:00,2022-01-14,23:03:00,정선,귤암,0.3
2022-01-12,14:05:00,2022-01-12,15:40:00,평창,진부,0.15
2022-01-10,10:19:00,2022-01-10,11:30:00,평창,진부,0.01
2022-01-04,10:36:00,2022-01-04,13:30:00,춘천,동,0.2
2022-01-03,12:02:00,2022-01-03,14:56:00,인제,남,0.8
2022-02-14,15:10:00,2022-02-14,17:20:00,원주,,0.4
2022-02-13,09:25:00,2022-02-13,11:00:00,화천,사내,0.04
2022-02-12,15:18:00,2022-02-12,17:10:00,평창,대관령,0.1
2022-02-11,16:53:00,2022-02-11,17:40:00,양양,양양,0.1
2022-02-09,11:17:00,2022-02-09,12:50:00,춘천,신북,0.05
2022-02-04,14:03:00,2022-02-04,16:00:00,정선,화암,0.1
2023-11-02,16:32:00,2023-11-03,17:00:00,양구,국토정중앙,3.9
2023-05-04,15:38:00,2023-05-04,18:38:00,정선,화암,1.0
2023-05-27,12:28:00,2023-05-27,13:33:00,정선,정선,0.04
2023-05-10,12:01:00,2023-05-10,14:30:00,화천,사내,0.1
2023-04-09,14:15:00,2023-04-09,16:30:00,평창,미탄,0.5
2023-12-04,13:39:00,2023-12-04,15:14:00,양양,현남,0.26
2023-12-02,11:39:00,2023-12-02,12:59:00,홍천,남,0.02
2023-12-01,14:22:00,2023-12-01,15:30:00,양양,현남,0.01
2023-11-21,14:22:00,2023-11-21,15:30:00,양구,국토정중앙,0.03
2023-11-18,18:39:00,2023-11-18,19:08:00,고성,죽왕,0.1
2023-11-09,15:41:00,2023-11-09,16:31:00,홍천,북방,0.07
2023-11-09,11:15:00,2023-11-09,17:00:00,인제,북하,0.2
2023-03-14,13:37:00,2023-03-14,14:30:00,홍천,영귀미,0.16
2023-03-03,08:10:00,2023-03-03,09:10:00,정선,임계,0.03
2023-02-27,13:00:00,2023-02-27,14:07:00,고성,현내,0.1
2023-02-23,12:14:00,2023-02-23,16:00:00,삼척,노곡,0.2
2023-05-23,16:52:00,2023-05-23,20:00:00,횡성,서원,0.8
2023-05-17,11:10:00,2023-05-17,13:00:00,평창,대화,0.3
2023-04-16,13:54:00,2023-04-16,15:52:00,정선,신동,0.01
2023-04-03,13:07:00,2023-04-03,15:20:00,영월,김삿갓,0.5
2023-04-02,15:24:00,2023-04-02,18:05:00,철원,동송,0.7
2023-04-02,15:03:00,2023-04-02,19:00:00,원주,지정,1.0
2023-03-27,14:56:00,2023-03-27,17:15:00,철원,서,0.5
2023-01-31,11:41:00,2023-01-31,12:34:00,동해,,0.02
2023-01-21,13:00:00,2023-01-21,13:40:00,원주,,0.01
2023-01-11,11:45:00,2023-01-11,13:30:00,삼척,미로,0.1
2023-04-01,13:44:00,2023-04-01,15:40:00,춘천,사북,0.26
2023-05-26,22:16:00,2023-05-27,09:00:00,평창,대화,2.0
2023-05-26,15:07:00,2023-05-26,16:20:00,원주,소초,0.05
2023-04-11,08:30:00,2023-04-14,14:00:00,강릉,,119.92
2023-03-26,14:52:00,2023-03-26,17:30:00,홍천,영귀미,1.2
2023-03-24,18:12:00,2023-03-24,20:10:00,춘천,남산,0.2
2023-03-22,17:15:00,2023-03-22,19:00:00,화천,간동,0.05
2023-03-22,12:16:00,2023-03-22,19:00:00,양구,국토정중앙,0.5
2023-03-18,16:38:00,2023-03-19,16:30:00,평창,진부,15.0
2023-03-18,15:45:00,2023-03-19,09:10:00,정선,화암,0.8
2023-02-22,12:26:00,2023-02-22,14:00:00,삼척,도계,0.1
2023-01-09,13:39:00,2023-01-09,15:20:00,강릉,성산,0.06
2023-05-03,16:28:00,2023-05-03,17:50:00,영월,한반도,0.2
2023-05-03,13:55:00,2023-05-03,19:10:00,영월,김삿갓,1.4
2023-05-03,12:27:00,2023-05-03,20:00:00,양구,국토정중앙,2.0
2023-06-19,14:45:00,2023-06-19,16:50:00,춘천,남산,0.06
2023-04-23,09:47:00,2023-04-23,11:30:00,원주,소초,0.1
2023-06-18,12:37:00,2023-06-18,13:39:00,양양,현남,0.05
2023-03-29,16:00:00,2023-03-29,17:45:00,평창,진부,0.3
2023-09-08,15:07:00,2023-09-08,17:17:00,삼척,하장,0.03
2023-03-31,15:45:00,2023-03-31,19:00:00,홍천,두촌,0.8
2023-03-31,14:46:00,2023-03-31,20:00:00,원주,,1.0
2023-03-06,16:29:00,2023-03-06,17:10:00,고성,죽왕,0.01
2023-03-06,13:08:00,2023-03-06,14:35:00,횡성,서원,0.15
2023-02-26,11:44:00,2023-02-26,14:30:00,홍천,서석,0.2
2023-02-28,20:09:00,2023-02-28,21:50:00,평창,미탄,0.2
2023-02-28,19:27:00,2023-02-28,22:33:00,평창,봉평,0.03
2023-03-11,12:42:00,2023-03-11,14:30:00,홍천,서,0.15
2023-03-30,16:07:00,2023-03-30,19:00:00,횡성,청일,0.7
2023-03-30,14:32:00,2023-03-30,15:50:00,평창,진부,0.02
2023-03-30,12:47:00,2023-04-01,15:00:00,화천,화천,68.0
2023-03-30,12:00:00,2023-03-30,12:58:00,강릉,연곡,0.4
2023-03-28,14:45:00,2023-03-28,15:44:00,철원,갈말,0.01
2023-03-16,21:05:00,2023-03-16,22:05:00,영월,남,0.05
2023-03-21,16:26:00,2023-03-22,01:00:00,고성,간성,0.01
2023-03-21,15:17:00,2023-03-21,18:00:00,원주,소초,0.5
2023-03-21,14:27:00,2023-03-21,18:10:00,양구,방산,0.3
2024-06-20,14:44:00,2024-06-20,16:05:00,정선,남면,0.06
2024-06-18,13:57:00,2024-06-18,17:00:00,평창,진부,0.17
2024-04-14,15:57:00,2024-04-14,19:00:00,홍천,내촌,0.4
2024-03-15,15:24:00,2024-03-15,16:00:00,정선,정선,0.2
2024-06-14,12:03:00,2024-06-15,11:45:00,태백,,3.85
2024-05-24,16:36:00,2024-05-24,19:10:00,삼척,원덕,0.02
2024-04-12,14:33:00,2024-04-12,16:10:00,삼척,하장,0.06
2024-04-12,13:14:00,2024-04-12,19:30:00,양구,국토정중앙,2.0
2024-04-12,12:52:00,2024-04-12,13:45:00,횡성,우천,0.1
2024-04-13,16:55:00,2024-04-13,18:40:00,횡성,우천,1.0
2024-06-19,01:02:00,2024-06-19,18:00:00,삼척,도계,0.2
2024-03-28,10:30:00,2024-03-28,11:55:00,인제,북,0.01
2024-04-19,13:49:00,2024-04-19,17:00:00,영월,무릉도원,0.2
2024-04-01,13:07:00,2024-04-01,14:10:00,삼척,도계,0.1
2024-04-07,14:16:00,2024-04-07,15:30:00,양양,강현,0.03
2024-04-07,12:23:00,2024-04-07,13:46:00,횡성,횡성,0.05
2024-04-07,11:45:00,2024-04-07,16:13:00,동해,,0.68
2024-04-07,11:24:00,2024-04-07,12:30:00,철원,갈말,0.2
2024-04-07,10:18:00,2024-04-07,11:21:00,삼척,원덕,0.02
2024-04-07,09:26:00,2024-04-07,10:30:00,철원,갈말,0.1
2024-04-02,15:23:00,2024-04-02,19:30:00,홍천,서,1.5
2024-04-27,11:00:00,2024-04-27,12:50:00,철원,갈말,0.8
2024-05-04,10:33:00,2024-05-04,18:45:00,홍천,내촌,0.5
2024-11-07,11:06:00,2024-11-07,13:21:00,고성,현내,0.2
2024-12-29,14:10:00,2024-12-29,15:00:00,강릉,,0.01
2024-12-28,09:26:00,2024-12-28,12:00:00,양양,현북,0.2
2024-12-18,13:52:00,2024-12-18,15:50:00,춘천,동,0.23
2024-12-14,15:32:00,2024-12-14,20:00:00,인제,기린,2.08
2024-12-23,06:48:00,2024-12-23,08:25:00,고성,거진,0.16
2024-08-13,13:40:00,2024-08-13,14:52:00,삼척,원덕,0.01
