original_fire_id,start_datetime,total_duration_hours,final_damage_area_ha,duration_hours,estimated_damage_area,timestamp,lat,lng,T2M,RH2M,WS10M,WD10M,PRECTOTCORR,FFMC,DMC,DC,ISI,BUI,FWI
840,2023-12-04 13:39:00,1.5833333333333333,0.26,1,0.16421052631578947,2023-12-04 14:39:00,37.9692314024179,128.759480350041,8.2,54.62,5.63,258.4,0.0,84.94982599482582,6.37568622612,19.98,13.36198126100543,7.092928327807912,115201.98381549817
840,2023-12-04 13:39:00,1.5833333333333333,0.26,2,0.32842105263157895,2023-12-04 15:39:00,37.9692314024179,128.759480350041,7.88,56.71,5.23,258.9,0.0,84.84283260404311,6.346052311956,19.9224,12.904671723342096,7.0655107980099,86359.38558400667
841,2023-12-02 11:39:00,1.3333333333333333,0.02,1,0.015000000000000001,2023-12-02 12:39:00,37.6181202912817,127.767631386937,3.67,74.24,5.76,234.1,0.0,84.16982060022379,6.109381045536,19.1646,12.098289584429278,6.799678558956928,41537.776629297616
841,2023-12-02 11:39:00,1.3333333333333333,0.02,2,0.030000000000000002,2023-12-02 13:39:00,37.6181202912817,127.767631386937,4.51,69.93,6.04,247.8,0.0,84.27537589115296,6.150166867686,19.3158,12.445459232619376,6.848730190318506,53172.541587500156
842,2023-12-01 14:22:00,1.1333333333333333,0.01,1,0.008823529411764706,2023-12-01 15:22:00,37.9692314024179,128.759480350041,2.78,60.26,5.9,282.2,0.0,84.55071058118176,6.137257922416,19.0044,12.826625167355676,6.791455116771692,62046.63071022454
842,2023-12-01 14:22:00,1.1333333333333333,0.01,2,0.01764705882352941,2023-12-01 16:22:00,37.9692314024179,128.759480350041,2.04,66.26,5.55,275.9,0.0,84.36417645475775,6.094308873848,18.8712,12.288135748870149,6.743895119017392,43692.378172870405
843,2023-11-21 14:22:00,1.1333333333333333,0.03,1,0.026470588235294117,2023-11-21 15:22:00,38.1084781281203,128.034570007438,7.92,62.41,3.66,249.2,0.0,84.63085792428856,6.301826033124,19.9296,11.583057714361301,7.039137489600365,39074.61557554185
843,2023-11-21 14:22:00,1.1333333333333333,0.03,2,0.052941176470588235,2023-11-21 16:22:00,38.1084781281203,128.034570007438,4.62,78.21,3.01,247.1,0.0,84.2071419599965,6.110950966984,19.3356,10.585661781751737,6.827433658314084,17671.558230008763
844,2023-11-18 18:39:00,0.48333333333333334,0.1,1,0.20689655172413793,2023-11-18 19:39:00,38.3287596789233,128.525205848883,7.05,69.12,11.47,279.7,0.0,84.2267091270654,6.22403338096,19.773,16.25545277450784,6.966151833734891,477733.13146387495
845,2023-11-09 15:41:00,0.8333333333333334,0.07,1,0.084,2023-11-09 16:41:00,37.705563256545,127.853191045521,14.38,86.51,3.94,220.3,5.69,43.92769701783871,-6.332746757181806,8.005164582642315,0.4068717817626851,12.954288547461724,0.5270734462773699
846,2023-11-09 11:15:00,5.75,0.2,1,0.034782608695652174,2023-11-09 12:15:00,38.1246704618065,128.204172526138,13.07,74.52,6.37,223.5,0.11,84.21707142149945,6.3214009132880005,20.8566,12.555320220614702,7.192720264090994,80489.96060959445
846,2023-11-09 11:15:00,5.75,0.2,2,0.06956521739130435,2023-11-09 13:15:00,38.1246704618065,128.204172526138,13.22,77.76,6.08,219.8,0.35,84.1048196108387,6.283501677824,20.8836,12.188347450758902,7.1721067707916655,63614.65208998442
846,2023-11-09 11:15:00,5.75,0.2,3,0.10434782608695653,2023-11-09 14:15:00,38.1246704618065,128.204172526138,13.7,79.31,5.97,217.4,2.41,61.3596382418981,2.688976532304611,20.97,2.881819698568975,4.072435305282422,20.42617500204848
846,2023-11-09 11:15:00,5.75,0.2,4,0.1391304347826087,2023-11-09 15:15:00,38.1246704618065,128.204172526138,13.75,83.0,5.46,216.7,5.99,43.47709060723879,-7.024703107691478,7.505412128696188,0.4080031063702169,10.485576727286317,0.427814787681607
846,2023-11-09 11:15:00,5.75,0.2,5,0.17391304347826086,2023-11-09 16:15:00,38.1246704618065,128.204172526138,12.95,89.61,4.69,220.9,8.95,37.088962075721334,-13.724294502554615,2.607707392407828,0.11752952707216974,2.2577618298520075,0.0265353680104103
846,2023-11-09 11:15:00,5.75,0.2,6,0.20869565217391306,2023-11-09 17:15:00,38.1246704618065,128.204172526138,12.21,95.15,4.14,231.8,19.23,29.640795739868405,-31.190195867959805,-13.950674045115239,0.01848440607954152,0.0,0.0
847,2023-03-14 13:37:00,0.8833333333333333,0.16,1,0.18113207547169813,2023-03-14 14:37:00,37.6780725461921,127.935063630646,9.7,42.28,5.89,228.3,0.0,85.64020338529983,6.5549168476799995,20.25,14.895837091794116,7.246008560548519,320383.2924857111
848,2023-03-03 08:10:00,1.0,0.03,1,0.03,2023-03-03 09:10:00,37.4948152077541,128.852109625413,1.47,63.79,7.81,266.3,0.0,84.38398255408754,6.082839883746,18.7686,13.807196684070972,6.7204731392540875,98316.79732330918
849,2023-02-27 13:00:00,1.1166666666666667,0.1,1,0.08955223880597016,2023-02-27 14:00:00,38.4943416559629,128.427309190762,7.58,45.87,5.65,248.2,0.0,85.34462018019113,6.418249648712,19.8684,14.124171886506618,7.101423716154103,178028.33291022538
849,2023-02-27 13:00:00,1.1166666666666667,0.1,2,0.17910447761194032,2023-02-27 15:00:00,38.4943416559629,128.427309190762,6.7,49.19,5.6,247.1,0.0,85.14342432492387,6.3527943572400005,19.71,13.70205438290825,7.036054529650441,131131.9430870495
850,2023-02-23 12:14:00,3.7666666666666666,0.2,1,0.05309734513274337,2023-02-23 13:14:00,37.3477672516229,129.164074412158,9.02,53.16,4.7,320.8,0.0,85.05883451112625,6.421963835744,20.1276,12.94276770937986,7.144817801047796,95847.2146086613
850,2023-02-23 12:14:00,3.7666666666666666,0.2,2,0.10619469026548674,2023-02-23 14:14:00,37.3477672516229,129.164074412158,9.35,52.66,4.29,325.1,0.0,85.10055460219158,6.44037471654,20.186999999999998,12.751179944573892,7.16556827963744,87702.05975404485
850,2023-02-23 12:14:00,3.7666666666666666,0.2,3,0.15929203539823011,2023-02-23 15:14:00,37.3477672516229,129.164074412158,9.43,52.64,3.69,334.1,0.0,85.10449732919497,6.443933478144,20.2014,12.378154601587202,7.170038829168875,70944.50154818276
850,2023-02-23 12:14:00,3.7666666666666666,0.2,4,0.21238938053097348,2023-02-23 16:14:00,37.3477672516229,129.164074412158,9.09,56.21,3.22,350.9,0.0,84.92283843197754,6.3972162086179996,20.1402,11.79021355792506,7.131450820636178,48326.214253268816
851,2023-05-23 16:52:00,3.1333333333333333,0.8,1,0.25531914893617025,2023-05-23 17:52:00,37.4870801187572,127.850550659118,20.96,36.68,3.06,342.7,0.0,86.74173241962988,7.428631260192001,23.2768,15.082916883282723,8.263869318684879,1104019.2236374042
851,2023-05-23 16:52:00,3.1333333333333333,0.8,2,0.5106382978723405,2023-05-23 18:52:00,37.4870801187572,127.850550659118,19.22,49.31,2.16,356.0,0.0,85.89978401426889,7.053464073408,22.9636,12.79971197968723,7.979500432487955,205300.91303398556
851,2023-05-23 16:52:00,3.1333333333333333,0.8,3,0.7659574468085107,2023-05-23 19:52:00,37.4870801187572,127.850550659118,16.2,59.35,1.77,17.7,0.0,85.09730060365098,6.7192508562,22.42,11.225551794887895,7.68244764245432,57760.66219672758
851,2023-05-23 16:52:00,3.1333333333333333,0.8,4,1.021276595744681,2023-05-23 20:52:00,37.4870801187572,127.850550659118,15.18,56.56,1.66,46.5,0.0,85.19919414721628,6.723299144832,22.2364,11.32155181293895,7.658000637231408,59989.57382647097
852,2023-05-17 11:10:00,1.8333333333333333,0.3,1,0.16363636363636364,2023-05-17 12:10:00,37.5009465792778,128.458050807458,27.0,29.23,8.01,241.3,0.0,88.22665785174183,8.03389837812,24.364,23.927977727643793,8.807353094973559,307817440.15490425
852,2023-05-17 11:10:00,1.8333333333333333,0.3,2,0.32727272727272727,2023-05-17 13:10:00,37.5009465792778,128.458050807458,27.37,28.84,8.04,242.4,0.0,88.30367142447334,8.072035257552,24.4306,24.23035383732284,8.841139770232566,379110622.1573489
853,2023-04-16 13:54:00,1.9666666666666666,0.01,1,0.005084745762711865,2023-04-16 14:54:00,37.2182019484655,128.671426990821,11.47,38.38,3.31,331.9,0.38,85.86211546228228,6.95356500174,22.0686,13.491951567067135,7.779248258547767,255210.65533344736
853,2023-04-16 13:54:00,1.9666666666666666,0.01,2,0.01016949152542373,2023-04-16 15:54:00,37.2182019484655,128.671426990821,10.57,42.88,3.69,335.3,0.96,77.92097140225178,6.82063944144,21.9066,5.418855614657572,7.670632901082976,932.0905874924989
854,2023-04-03 13:07:00,2.216666666666667,0.5,1,0.22556390977443608,2023-04-03 14:07:00,37.1256797470207,128.570085899718,16.36,37.22,7.01,95.2,0.0,86.44850516184718,7.34945647668,22.9488,17.655896376110217,8.163177291951046,4349167.43918689
854,2023-04-03 13:07:00,2.216666666666667,0.5,2,0.45112781954887216,2023-04-03 15:07:00,37.1256797470207,128.570085899718,15.81,38.39,6.34,99.3,0.0,86.3160461353859,7.28259088061,22.849800000000002,16.753374795033046,8.106226694006313,2442456.453124656
854,2023-04-03 13:07:00,2.216666666666667,0.5,3,0.6766917293233082,2023-04-03 16:07:00,37.1256797470207,128.570085899718,14.81,40.59,5.71,100.7,0.0,86.09956077318127,7.16365184741,22.669800000000002,15.742377170368998,8.004082718647037,1217745.1654276606
855,2023-04-02 15:24:00,2.683333333333333,0.7,1,0.2608695652173913,2023-04-02 16:24:00,38.2072165163278,127.208191410563,16.0,58.4,3.14,102.5,0.0,85.14778332014161,6.8757552959999995,22.884,12.111891755507596,7.8528315724801825,118331.2362759951
855,2023-04-02 15:24:00,2.683333333333333,0.7,2,0.5217391304347826,2023-04-02 17:24:00,38.2072165163278,127.208191410563,11.65,74.09,3.25,101.3,0.0,84.31397298036745,6.40669696275,22.101,10.869558050119208,7.429317720988611,36591.15440532518
855,2023-04-02 15:24:00,2.683333333333333,0.7,3,0.7826086956521738,2023-04-02 18:24:00,38.2072165163278,127.208191410563,9.25,76.56,3.62,101.8,0.0,84.2104308629373,6.2986697844,21.669,10.920917892469348,7.295652291417535,33408.9042816065
856,2023-04-02 15:03:00,3.95,1.0,1,0.2531645569620253,2023-04-02 16:03:00,37.3621506214657,127.840189486855,16.02,43.09,5.17,93.2,0.0,86.06113263926791,7.19945974512,22.8876,15.237247491674554,8.06033115927384,967274.7304697708
856,2023-04-02 15:03:00,3.95,1.0,2,0.5063291139240506,2023-04-02 17:03:00,37.3621506214657,127.840189486855,14.03,54.67,4.13,91.9,0.0,85.25431496614645,6.84434119419,22.5294,12.920185439675798,7.779915055379986,181054.46854182368
856,2023-04-02 15:03:00,3.95,1.0,3,0.7594936708860758,2023-04-02 18:03:00,37.3621506214657,127.840189486855,9.66,75.42,3.2,92.0,0.0,84.26026025709457,6.32560231288,21.7428,10.76407530973434,7.324174838834268,31120.588429327654
856,2023-04-02 15:03:00,3.95,1.0,4,1.0126582278481011,2023-04-02 19:03:00,37.3621506214657,127.840189486855,7.11,82.08,3.33,91.2,0.0,84.12499748653129,6.18112337152,21.2838,10.639879145897527,7.1622177027981415,24853.399548213933
857,2023-03-27 14:56:00,2.316666666666667,0.5,1,0.2158273381294964,2023-03-27 15:56:00,38.1646509515925,127.415710898265,9.98,42.11,4.4,276.3,0.0,85.63855888148694,6.570980323816,20.3004,13.815226030535422,7.2638897199476515,178731.45665951833
857,2023-03-27 14:56:00,2.316666666666667,0.5,2,0.4316546762589928,2023-03-27 16:56:00,38.1646509515925,127.415710898265,8.23,56.78,3.51,275.6,0.0,84.86426387141135,6.358958497668,19.9854,11.868090478594873,7.083412802866064,48267.11209242052
857,2023-03-27 14:56:00,2.316666666666667,0.5,3,0.6474820143884892,2023-03-27 17:56:00,38.1646509515925,127.415710898265,5.55,77.31,2.7,273.6,0.0,84.23570132311994,6.13431792493,19.503,10.46165494652846,6.868067803974972,17030.603899291586
858,2023-01-31 11:41:00,0.8833333333333333,0.02,1,0.022641509433962266,2023-01-31 12:41:00,37.5814026099511,129.076858773066,6.77,45.37,5.29,225.9,0.0,85.32125208467286,6.382722297858,19.7226,13.8254230457894,7.056388757855233,143579.97222833638
859,2023-01-21 13:00:00,0.6666666666666666,0.01,1,0.015000000000000001,2023-01-21 14:00:00,37.3714829095559,127.940063693835,-3.85,56.83,4.83,287.3,0.01,84.55599739414957,5.89432005585,17.811,12.162088482273136,6.451247684218824,30138.5874694855
860,2023-01-11 11:45:00,1.75,0.1,1,0.05714285714285715,2023-01-11 12:45:00,37.4175439757334,129.112486953361,9.43,47.37,4.92,288.6,0.0,85.37088169332429,6.493332325902,20.2014,13.663718210850261,7.200514493459898,153242.37853319943
860,2023-01-11 11:45:00,1.75,0.1,2,0.1142857142857143,2023-01-11 13:45:00,37.4175439757334,129.112486953361,10.18,44.51,4.44,292.4,0.0,85.54425589557124,6.557187874896,20.336399999999998,13.6623911485162,7.261197054811504,163411.73020685004
861,2023-04-01 13:44:00,1.9333333333333333,0.26,1,0.13448275862068965,2023-04-01 14:44:00,38.0298510072252,127.640812477483,20.99,37.53,0.47,225.0,0.0,86.42213092194345,7.69887158753,23.7822,12.651695914721182,8.51028335787091,313973.0595362711
861,2023-04-01 13:44:00,1.9333333333333333,0.26,2,0.2689655172413793,2023-04-01 15:44:00,38.0298510072252,127.640812477483,20.39,39.52,0.21,322.6,0.0,86.24640678778724,7.60007938272,23.6742,12.181122292404973,8.43249375873601,214760.6449044117
862,2023-05-26 22:16:00,10.733333333333333,2.0,1,0.1863354037267081,2023-05-26 23:16:00,37.5009465792778,128.458050807458,15.51,74.89,2.13,282.2,0.0,84.38833949506355,6.4265697747960004,22.2958,10.376703849942173,7.470135868697776,27805.747555119706
862,2023-05-26 22:16:00,10.733333333333333,2.0,2,0.3726708074534162,2023-05-27 00:16:00,37.5009465792778,128.458050807458,14.95,76.28,2.33,275.7,0.0,84.32407382521977,6.38937086856,22.195,10.391297876534976,7.430858274084214,27103.865560621845
862,2023-05-26 22:16:00,10.733333333333333,2.0,3,0.5590062111801243,2023-05-27 01:16:00,37.5009465792778,128.458050807458,14.53,77.37,2.44,273.3,0.0,84.27956483131628,6.361757269044,22.1194,10.386591458652621,7.401589478361492,26328.75497506256
862,2023-05-26 22:16:00,10.733333333333333,2.0,4,0.7453416149068324,2023-05-27 02:16:00,37.5009465792778,128.458050807458,14.2,78.1,2.43,270.0,0.0,84.25577838895462,6.3426961932,22.060000000000002,10.3481838356403,7.380374802244681,25215.385625770494
862,2023-05-26 22:16:00,10.733333333333333,2.0,5,0.9316770186335405,2023-05-27 03:16:00,37.5009465792778,128.458050807458,13.85,79.33,2.42,268.8,0.0,84.22057306031932,6.31604971554,21.997,10.294136130718755,7.353517803085601,23792.643324274097
862,2023-05-26 22:16:00,10.733333333333333,2.0,6,1.1180124223602486,2023-05-27 04:16:00,37.5009465792778,128.458050807458,13.81,79.35,2.29,266.0,0.0,84.22785833586086,6.31489911054,21.9898,10.236938925395735,7.3517321566820115,22909.15799276849
862,2023-05-26 22:16:00,10.733333333333333,2.0,7,1.3043478260869565,2023-05-27 05:16:00,37.5009465792778,128.458050807458,14.15,79.05,2.08,251.5,0.01,84.2504663578984,6.3267590355,22.051000000000002,10.160016557204116,7.368318410856657,22136.793898189408
862,2023-05-26 22:16:00,10.733333333333333,2.0,8,1.4906832298136647,2023-05-27 06:16:00,37.5009465792778,128.458050807458,16.45,73.74,1.87,233.3,0.03,84.45805431289618,6.47135224188,22.465,10.338654342370209,7.524130955362249,28463.74600220685
862,2023-05-26 22:16:00,10.733333333333333,2.0,9,1.677018633540373,2023-05-27 07:16:00,37.5009465792778,128.458050807458,18.82,62.65,2.42,214.4,0.06,85.04456881667517,6.76094571312,22.8916,11.515389492436386,7.778509513984409,75839.37103839118
862,2023-05-26 22:16:00,10.733333333333333,2.0,10,1.863354037267081,2023-05-27 08:16:00,37.5009465792778,128.458050807458,20.9,57.96,3.12,199.3,0.06,85.52914659099326,6.9459302688,23.266,12.7563493879508,7.954749181740959,195027.48911520423
862,2023-05-26 22:16:00,10.733333333333333,2.0,11,2.049689440993789,2023-05-27 09:16:00,37.5009465792778,128.458050807458,21.4,56.68,3.79,198.8,0.09,85.67210915462907,6.996884172,23.356,13.459891624760424,8.001291855919966,314618.55397129786
863,2023-05-26 15:07:00,1.2166666666666666,0.05,1,0.04109589041095891,2023-05-26 16:07:00,37.4179628767007,128.002389352861,21.61,49.36,3.4,266.5,0.0,86.16206487112274,7.176209182944,23.3938,14.136359916083247,8.122973372861924,537891.3679640054
863,2023-05-26 15:07:00,1.2166666666666666,0.05,2,0.08219178082191782,2023-05-26 17:07:00,37.4179628767007,128.002389352861,21.03,52.82,3.14,273.8,0.0,85.88262521978132,7.067856965784,23.2894,13.415359231944052,8.037597478637249,317761.6224596135
864,2023-04-11 08:30:00,77.5,119.92,1,1.5473548387096774,2023-04-11 09:30:00,37.789795125474,128.876849750085,15.07,71.98,13.67,228.3,0.18,84.24869439733123,6.5577909737399995,22.7166,18.214935227686016,7.617827183826232,3001298.139090962
864,2023-04-11 08:30:00,77.5,119.92,2,3.0947096774193548,2023-04-11 10:30:00,37.789795125474,128.876849750085,16.35,68.81,14.11,231.9,1.02,78.08063788502282,6.67004525705,22.947,9.284489772614524,7.72586398724246,16851.23715190629
864,2023-04-11 08:30:00,77.5,119.92,3,4.642064516129032,2023-04-11 11:30:00,37.789795125474,128.876849750085,17.26,67.47,14.17,233.8,1.57,72.41278441529396,5.36944453780738,23.1108,6.676615275946739,6.793165908938469,1386.4260209630884
864,2023-04-11 08:30:00,77.5,119.92,4,6.1894193548387095,2023-04-11 12:30:00,37.789795125474,128.876849750085,17.62,68.32,13.8,235.6,3.81,55.95513730444508,-1.2562147960612258,11.151243731505675,2.925852968788261,0.0,0.0
864,2023-04-11 08:30:00,77.5,119.92,5,7.736774193548387,2023-04-11 13:30:00,37.789795125474,128.876849750085,17.59,69.52,13.18,238.2,6.59,46.833799181973106,-7.893190443327069,6.507776473210328,1.008876231641243,7.768067096589512,0.7837018259543559
864,2023-04-11 08:30:00,77.5,119.92,6,9.284129032258065,2023-04-11 14:30:00,37.789795125474,128.876849750085,17.29,70.53,12.57,242.4,7.85,44.18798297730404,-10.517329793061368,4.420805816828411,0.6554726224234441,4.251460331298311,0.2786715852485348
864,2023-04-11 08:30:00,77.5,119.92,7,10.831483870967741,2023-04-11 15:30:00,37.789795125474,128.876849750085,16.39,72.87,11.99,246.8,3.75,55.15738087703823,-1.1377087424385912,11.252059113318133,2.4902872772669875,0.0,0.0
864,2023-04-11 08:30:00,77.5,119.92,8,12.378838709677419,2023-04-11 16:30:00,37.789795125474,128.876849750085,15.04,75.87,11.37,250.8,1.08,76.48903398441519,6.47946199002,22.711199999999998,7.1591020401557675,7.563963280875894,3339.5579256762508
864,2023-04-11 08:30:00,77.5,119.92,9,13.926193548387097,2023-04-11 17:30:00,37.789795125474,128.876849750085,13.99,76.99,10.4,256.7,0.33,84.02527079706228,6.42746364999,22.522199999999998,14.992262820288163,7.502326981060625,451293.83082239085
864,2023-04-11 08:30:00,77.5,119.92,10,15.473548387096773,2023-04-11 18:30:00,37.789795125474,128.876849750085,13.35,71.36,10.63,261.1,0.05,84.27680720149694,6.5094882728,22.407,15.687097983195724,7.541643545256094,695632.4084904955
864,2023-04-11 08:30:00,77.5,119.92,11,17.02090322580645,2023-04-11 19:30:00,37.789795125474,128.876849750085,12.66,60.37,10.89,262.3,0.0,84.83796400413442,6.67132966368,22.2828,17.152266814558278,7.630986417251319,1726591.2469757574
864,2023-04-11 08:30:00,77.5,119.92,12,18.56825806451613,2023-04-11 20:30:00,37.789795125474,128.876849750085,11.64,52.35,11.07,268.0,0.0,85.270065150444,6.7473527971,22.0992,18.369219612623635,7.653084502980696,3405962.495573793
864,2023-04-11 08:30:00,77.5,119.92,13,20.115612903225806,2023-04-11 21:30:00,37.789795125474,128.876849750085,10.34,51.89,11.32,274.2,0.0,85.21485903419918,6.67757084824,21.8652,18.460621874988654,7.573118636958674,3227501.2588443756
864,2023-04-11 08:30:00,77.5,119.92,14,21.662967741935482,2023-04-11 22:30:00,37.789795125474,128.876849750085,8.96,55.33,10.63,277.5,0.0,84.93734760162387,6.55323196422,21.616799999999998,17.161193047979882,7.455808021373326,1400360.9739068688
864,2023-04-11 08:30:00,77.5,119.92,15,23.210322580645162,2023-04-11 23:30:00,37.789795125474,128.876849750085,7.75,58.92,9.59,280.0,0.0,84.7083465799395,6.4475762538,21.399,15.782678039117979,7.354971084324013,590254.165039228
864,2023-04-11 08:30:00,77.5,119.92,16,24.757677419354838,2023-04-12 00:30:00,37.789795125474,128.876849750085,6.89,61.29,8.52,280.1,0.0,84.58236984986793,6.38077048919,21.2442,14.699964639795194,7.288628047655245,301627.9575431891
864,2023-04-11 08:30:00,77.5,119.92,17,26.305032258064514,2023-04-12 01:30:00,37.789795125474,128.876849750085,6.35,61.69,7.77,279.3,0.0,84.55875402330787,6.35136763545,21.147,14.109446459880594,7.255143881848715,209003.40060769464
864,2023-04-11 08:30:00,77.5,119.92,18,27.852387096774194,2023-04-12 02:30:00,37.789795125474,128.876849750085,5.99,60.92,7.26,280.7,0.0,84.58575897047257,6.34110974092,21.0822,13.802010396271045,7.238913583905001,172689.37565113135
864,2023-04-11 08:30:00,77.5,119.92,19,29.39974193548387,2023-04-12 03:30:00,37.789795125474,128.876849750085,5.52,62.27,6.57,279.9,0.0,84.5309330653409,6.30749504786,20.9976,13.231497263616587,7.204539075230628,120361.66176836481
864,2023-04-11 08:30:00,77.5,119.92,20,30.947096774193547,2023-04-12 04:30:00,37.789795125474,128.876849750085,5.15,63.01,6.16,276.7,0.0,84.50214655417322,6.28461493125,20.931,12.910437857526462,7.179812574006859,97560.1071884055
864,2023-04-11 08:30:00,77.5,119.92,21,32.49445161290323,2023-04-12 05:30:00,37.789795125474,128.876849750085,4.85,63.99,6.12,271.4,0.0,84.46288372975135,6.26377487045,20.877,12.816085736417472,7.158269282798953,90366.04119762848
864,2023-04-11 08:30:00,77.5,119.92,22,34.0418064516129,2023-04-12 06:30:00,37.789795125474,128.876849750085,5.3,62.57,6.31,267.2,0.0,84.51876418518272,6.2949124672,20.958,13.037736291730766,7.190503590016127,106140.76376194878
864,2023-04-11 08:30:00,77.5,119.92,23,35.58916129032258,2023-04-12 07:30:00,37.789795125474,128.876849750085,7.02,54.63,6.73,264.6,0.0,84.89633644329027,6.45354265684,21.2676,14.020270800324576,7.339359272660888,217813.25858196802
864,2023-04-11 08:30:00,77.5,119.92,24,37.13651612903226,2023-04-12 08:30:00,37.789795125474,128.876849750085,8.97,41.07,7.28,268.3,0.0,85.67006063576015,6.73056564061,21.6186,16.043270516938144,7.569533254629216,875060.6008432341
864,2023-04-11 08:30:00,77.5,119.92,25,38.68387096774193,2023-04-12 09:30:00,37.789795125474,128.876849750085,10.33,34.07,8.24,272.5,0.0,86.09833305302928,6.92773221489,21.8634,17.879776993565596,7.731149842307697,2893223.779937905
864,2023-04-11 08:30:00,77.5,119.92,26,40.23122580645161,2023-04-12 10:30:00,37.789795125474,128.876849750085,11.26,32.97,8.81,272.5,0.0,86.23496851896996,7.01995502388,22.0308,18.758166037749096,7.814681081869903,5146610.521150413
864,2023-04-11 08:30:00,77.5,119.92,27,41.77858064516129,2023-04-12 11:30:00,37.789795125474,128.876849750085,11.98,33.35,9.37,272.0,0.0,86.29559181143429,7.0732508202,22.1604,19.460671429510857,7.868081923434691,8006429.95240905
864,2023-04-11 08:30:00,77.5,119.92,28,43.325935483870964,2023-04-12 12:30:00,37.789795125474,128.876849750085,12.59,34.31,9.64,269.0,0.0,86.31380046288817,7.10712342871,22.2702,19.777992719244363,7.906340291541658,9953802.65672929
864,2023-04-11 08:30:00,77.5,119.92,29,44.873290322580644,2023-04-12 13:30:00,37.789795125474,128.876849750085,13.15,35.58,9.58,266.3,0.0,86.30320883041684,7.1301313335,22.371,19.688841225822024,7.936454630250437,9879779.66678616
864,2023-04-11 08:30:00,77.5,119.92,30,46.420645161290324,2023-04-12 14:30:00,37.789795125474,128.876849750085,13.51,36.89,9.55,265.4,0.0,86.2712823019919,7.13511987381,22.4358,19.5707706353919,7.949730032517429,9443165.557605624
864,2023-04-11 08:30:00,77.5,119.92,31,47.967999999999996,2023-04-12 15:30:00,37.789795125474,128.876849750085,13.62,38.46,9.34,265.8,0.0,86.19699856694807,7.11521507968,22.4556,19.163090287265373,7.940456324426078,7508716.527068618
864,2023-04-11 08:30:00,77.5,119.92,32,49.515354838709676,2023-04-12 16:30:00,37.789795125474,128.876849750085,13.45,40.53,8.64,265.8,0.0,86.05962502623676,7.065256672349999,22.425,18.14480570295059,7.904501143440905,4144300.1806720826
864,2023-04-11 08:30:00,77.5,119.92,33,51.062709677419356,2023-04-12 17:30:00,37.789795125474,128.876849750085,12.9,43.62,7.51,262.7,0.0,85.83050817917926,6.9717318520000005,22.326,16.598386973491017,7.830441189967917,1617753.8486208837
864,2023-04-11 08:30:00,77.5,119.92,34,52.61006451612903,2023-04-12 18:30:00,37.789795125474,128.876849750085,11.55,49.9,6.41,258.0,0.0,85.382544291411,6.7802280915,22.083,14.752945750970838,7.671743889536048,475698.0528052268
864,2023-04-11 08:30:00,77.5,119.92,35,54.15741935483871,2023-04-12 19:30:00,37.789795125474,128.876849750085,9.83,57.16,6.12,254.0,0.0,84.89592939086026,6.57645174132,21.7734,13.59511439672579,7.494098018092776,201326.25730863868
864,2023-04-11 08:30:00,77.5,119.92,36,55.70477419354839,2023-04-12 20:30:00,37.789795125474,128.876849750085,8.81,62.54,6.28,250.5,0.0,84.61234672888888,6.45701952946,21.5898,13.184565684308188,7.38919068561978,142069.15633972565
864,2023-04-11 08:30:00,77.5,119.92,37,57.25212903225806,2023-04-12 21:30:00,37.789795125474,128.876849750085,8.0,67.73,6.63,248.0,0.0,84.38190971272378,6.3615211327,21.444,13.006507246112395,7.305193281873539,117416.94465571866
864,2023-04-11 08:30:00,77.5,119.92,38,58.79948387096774,2023-04-12 22:30:00,37.789795125474,128.876849750085,7.39,70.15,6.86,246.5,0.0,84.28164689138528,6.31199336415,21.3342,12.981428737940597,7.256596613778943,110048.76298517323
864,2023-04-11 08:30:00,77.5,119.92,39,60.34683870967742,2023-04-12 23:30:00,37.789795125474,128.876849750085,7.02,69.41,7.09,245.1,0.0,84.29642102268201,6.30579391388,21.2676,13.158907582102612,7.242859991411672,120182.9501166377
864,2023-04-11 08:30:00,77.5,119.92,40,61.89419354838709,2023-04-13 00:30:00,37.789795125474,128.876849750085,7.33,65.02,7.33,243.9,0.0,84.45779213390043,6.36302849154,21.3234,13.612433808649383,7.288630796253069,163548.54300244895
864,2023-04-11 08:30:00,77.5,119.92,41,63.44154838709677,2023-04-13 01:30:00,37.789795125474,128.876849750085,7.46,60.91,7.35,242.5,0.0,84.62803895559482,6.41193886344,21.3468,13.944692723361314,7.324058573219965,205244.27110739218
864,2023-04-11 08:30:00,77.5,119.92,42,64.98890322580645,2023-04-13 02:30:00,37.789795125474,128.876849750085,7.0,59.22,7.43,242.6,0.0,84.68505286055733,6.4066544898,21.264,14.110153960808564,7.308410739062398,221598.14610995332
864,2023-04-11 08:30:00,77.5,119.92,43,66.53625806451613,2023-04-13 03:30:00,37.789795125474,128.876849750085,6.59,59.28,7.49,242.1,0.0,84.6686347658447,6.38550271448,21.1902,14.121251412719731,7.283750713228582,217071.613416816
864,2023-04-11 08:30:00,77.5,119.92,44,68.0836129032258,2023-04-13 04:30:00,37.789795125474,128.876849750085,6.35,60.26,7.6,239.6,0.0,84.61906192378233,6.3644831593,21.147,14.104235042049217,7.263693146698161,210346.94249927747
